OBJECTID	STATEFP10	COUNTYFP10	TRACTCE10	GEOID10	NAME10	NAMELSAD10	MTFCC10	FUNCSTAT10	ALAND10	AWATER10	INTPTLAT10	INTPTLON10	GlobalID
3022	6	19	3810	6019003810	38.1	Census Tract 38.10	G5020	S	2610451	0	36.7936161	-119.8893898	{BD1D5535-CD60-4BD6-98F6-E6F7C1B2365C}
3023	6	19	5302	6019005302	53.02	Census Tract 53.02	G5020	S	1949847	0	36.8049491	-119.7677716	{DBAEAF41-C158-416C-8589-AB21CE2BAEEF}
3024	6	19	5301	6019005301	53.01	Census Tract 53.01	G5020	S	1940423	0	36.7977186	-119.7678173	{363F2F0C-28A7-447C-8909-05BC0EB8A29D}
3025	6	19	5100	6019005100	51	Census Tract 51	G5020	S	2587741	0	36.7868839	-119.7814652	{018A39D6-A386-42EF-86CB-4D607A00C7A7}
3026	6	19	4704	6019004704	47.04	Census Tract 47.04	G5020	S	1258503	0	36.7829438	-119.8352485	{212A4552-8968-459B-9CF6-658E12539A39}
3027	6	19	4404	6019004404	44.04	Census Tract 44.04	G5020	S	2676678	0	36.8444241	-119.792414	{F2371E49-4151-4DE6-83DA-484EE4E8B7D4}
3028	6	19	5507	6019005507	55.07	Census Tract 55.07	G5020	S	2583287	0	36.8592568	-119.7567596	{A80C9EE3-54F9-4FF4-967F-D1C681CC5582}
3029	6	19	3809	6019003809	38.09	Census Tract 38.09	G5020	S	2786410	0	36.7926994	-119.8702581	{EC27F946-7DF6-424B-9CD6-305054C90ED7}
3030	6	19	3807	6019003807	38.07	Census Tract 38.07	G5020	S	4524364	0	36.7591628	-119.8532189	{710BE83C-FAD9-48EC-9175-96F5AF859D98}
3031	6	19	3702	6019003702	37.02	Census Tract 37.02	G5020	S	1463936	0	36.7758683	-119.827823	{84B3CB9F-2A88-45F8-8457-96FC3AE53C09}
3032	6	19	4802	6019004802	48.02	Census Tract 48.02	G5020	S	1454396	0	36.78763	-119.8222476	{6EDF3BCA-BB72-415C-9800-4AF8028A5661}
3033	6	19	4901	6019004901	49.01	Census Tract 49.01	G5020	S	1707571	0	36.7867587	-119.7964425	{52CF8051-0EF5-47AC-9A4D-2A323E5B0A95}
3034	6	19	5204	6019005204	52.04	Census Tract 52.04	G5020	S	1303842	0	36.7904775	-119.76333	{F3F14221-0456-4338-A1C9-B3A8B33D3779}
3035	6	19	2906	6019002906	29.06	Census Tract 29.06	G5020	S	1373039	0	36.7613333	-119.7272787	{BC05EEF9-BD3E-432E-A4CC-D248659D413A}
3036	6	19	5505	6019005505	55.05	Census Tract 55.05	G5020	S	2578420	0	36.8739461	-119.7387266	{77A243FB-53EA-498D-BD61-C4809442F138}
3037	6	19	4205	6019004205	42.05	Census Tract 42.05	G5020	S	5093628	0	36.7971891	-119.8544515	{BAE93061-BFF5-441F-8991-A6E1A17BA014}
3038	6	19	4208	6019004208	42.08	Census Tract 42.08	G5020	S	6366949	56102	36.8502988	-119.8789303	{D0091564-0457-43CE-8E78-380674FE2ECC}
3039	6	19	4406	6019004406	44.06	Census Tract 44.06	G5020	S	2509540	0	36.8448135	-119.7744457	{BD553850-B6E9-42DB-B221-199DB06D47A3}
3040	6	19	4405	6019004405	44.05	Census Tract 44.05	G5020	S	2434448	0	36.8587761	-119.7743534	{B46298D8-065F-4D8F-A6C9-2D619A987E92}
3041	6	19	3301	6019003301	33.01	Census Tract 33.01	G5020	S	1307909	0	36.7759433	-119.763479	{CF316855-6387-4941-8F2E-89177CBBDCB7}
3042	6	19	3302	6019003302	33.02	Census Tract 33.02	G5020	S	1298711	0	36.7686679	-119.7635149	{3B2D8AC9-66D3-47EE-89AA-ED1BDAF3D284}
3043	6	19	4902	6019004902	49.02	Census Tract 49.02	G5020	S	1000617	0	36.7894606	-119.807449	{3CBC05E5-DC77-4AAD-A055-1ACA36778AB9}
3044	6	19	4801	6019004801	48.01	Census Tract 48.01	G5020	S	1172505	0	36.7842412	-119.8120789	{86E88051-8C9B-4BAD-A701-B1C26D7375A8}
3045	6	19	3808	6019003808	38.08	Census Tract 38.08	G5020	S	4574539	0	36.7590356	-119.8712132	{F6B644BB-FEE4-47AD-A1EC-34A6096D4736}
3046	6	19	4002	6019004002	40.02	Census Tract 40.02	G5020	S	20679767	0	36.7349023	-120.0422516	{3334C7C1-FF45-4AE5-B9AB-866236BC7AA5}
3047	6	19	3600	6019003600	36	Census Tract 36	G5020	S	1948191	0	36.7721367	-119.8108607	{DFA4250A-248C-4FC4-B739-D773B9971284}
3048	6	19	3500	6019003500	35	Census Tract 35	G5020	S	2594949	0	36.7722645	-119.7950446	{627D6CB2-F23A-4FAE-A666-C794C32BE7BA}
3049	6	19	3400	6019003400	34	Census Tract 34	G5020	S	1917421	0	36.7724799	-119.7791954	{DE92E20B-9D8A-4997-A011-1FD48E5D46CA}
3050	6	19	2800	6019002800	28	Census Tract 28	G5020	S	2639330	0	36.7577993	-119.7453702	{779A8B03-AF04-496E-8D37-3E9AABC52430}
3051	6	19	3001	6019003001	30.01	Census Tract 30.01	G5020	S	2632588	0	36.7577958	-119.7092464	{8BE9A4EC-8883-4B61-AFD0-9C0EA2F00AD0}
3052	6	19	2905	6019002905	29.05	Census Tract 29.05	G5020	S	1261604	0	36.7539654	-119.7272939	{F9E56B96-64FE-4547-8F64-7597F8AA64C9}
3053	6	19	1409	6019001409	14.09	Census Tract 14.09	G5020	S	2487904	0	36.7290408	-119.7091895	{F6A06BB1-FB35-4F2A-B521-03EDA34B96C2}
3054	6	19	3004	6019003004	30.04	Census Tract 30.04	G5020	S	1306271	0	36.746781	-119.7091585	{8E714242-EA5D-40AA-802E-DE35FCE61166}
3055	6	19	2904	6019002904	29.04	Census Tract 29.04	G5020	S	1307697	0	36.7468038	-119.7272843	{85F69477-8F6E-4E20-BFC0-4D67CA1DC354}
3056	6	19	1412	6019001412	14.12	Census Tract 14.12	G5020	S	4800265	0	36.7435858	-119.6639753	{43B12945-011E-44BF-A9DC-5DD3A526E470}
3057	6	19	1411	6019001411	14.11	Census Tract 14.11	G5020	S	2509843	0	36.7433669	-119.6911738	{B7B7DDE0-C71A-4D0B-B2C9-621070F25D03}
3058	6	19	3003	6019003003	30.03	Census Tract 30.03	G5020	S	1319414	0	36.7395013	-119.7091535	{24386282-6A21-45CA-8488-77FEE43ADFFB}
3059	6	19	5805	6019005805	58.05	Census Tract 58.05	G5020	S	12643998	0	36.7685213	-119.6805734	{3BB40736-CD80-4793-ADDE-DFF758E078F9}
3060	6	19	2601	6019002601	26.01	Census Tract 26.01	G5020	S	1307495	0	36.7468175	-119.7634304	{C19B3A60-BB88-420D-9499-4240B8F14F78}
3061	6	19	2502	6019002502	25.02	Census Tract 25.02	G5020	S	1295621	0	36.7540827	-119.7634654	{D5838847-7141-4D0D-81C4-24F50F1239F2}
3062	6	19	2400	6019002400	24	Census Tract 24	G5020	S	2446460	0	36.758343	-119.7810169	{920762C0-B2CA-4700-8E37-589B37190888}
3063	6	19	2300	6019002300	23	Census Tract 23	G5020	S	1496251	0	36.756122	-119.7942162	{D21D8941-DC48-4FF8-A313-886D24D52821}
3064	6	19	2200	6019002200	22	Census Tract 22	G5020	S	1322711	0	36.7585393	-119.8037024	{A6EFB475-6F34-492A-A0C3-1C2BD834B7EF}
3065	6	19	2100	6019002100	21	Census Tract 21	G5020	S	1826003	0	36.7590503	-119.8157426	{58B63F14-B794-4FF0-BE56-8921D318DFE6}
3066	6	19	5804	6019005804	58.04	Census Tract 58.04	G5020	S	2540263	0	36.7865743	-119.6909521	{91A2735C-D391-42D1-A2B2-496F647D6E7E}
3067	6	19	3104	6019003104	31.04	Census Tract 31.04	G5020	S	10042417	0	36.7809252	-119.7157537	{B2DE5D4C-FA72-4180-A0D7-7DF85A3F5A95}
3068	6	19	1407	6019001407	14.07	Census Tract 14.07	G5020	S	1292432	0	36.7322737	-119.7273757	{9FDD282E-9F3B-4063-B699-18AEE584AF85}
3069	6	19	4216	6019004216	42.16	Census Tract 42.16	G5020	S	3415541	118913	36.842753	-119.9214051	{8568384A-D15C-4871-BBDD-FBC300F5E2EE}
3070	6	19	4215	6019004215	42.15	Census Tract 42.15	G5020	S	2688349	0	36.8306861	-119.8992769	{E0001148-9F24-4072-9A95-5725E4805845}
3071	6	19	1414	6019001414	14.14	Census Tract 14.14	G5020	S	6389957	0	36.7182935	-119.6909597	{11C84943-F3BE-4E89-8AA4-F2E3DE876BE2}
3072	6	19	1410	6019001410	14.1	Census Tract 14.10	G5020	S	7933085	0	36.711099	-119.7181677	{FF46ADF8-F395-4B93-86FD-1C3EA5BCCFCE}
3073	6	19	2602	6019002602	26.02	Census Tract 26.02	G5020	S	1304570	0	36.7395157	-119.7634494	{2D0A7D47-BED2-4D27-A268-88E49D5B15D0}
3074	6	19	1202	6019001202	12.02	Census Tract 12.02	G5020	S	3401954	0	36.7026849	-119.7410277	{09D32A74-E6AA-46E3-B6A5-206F3662B299}
3075	6	19	1100	6019001100	11	Census Tract 11	G5020	S	3751835	0	36.7096952	-119.7816961	{45D4AA8B-7611-42FA-B1D3-70EBDA82B061}
3076	6	19	600	6019000600	6	Census Tract 6	G5020	S	2464477	0	36.743063	-119.7933565	{65418D15-7D72-4445-A989-5410B2BC012D}
3077	6	19	400	6019000400	4	Census Tract 4	G5020	S	3403570	0	36.7276563	-119.7762091	{8DDEF56E-DE40-43AC-AE70-FB963D05EDA7}
3078	6	19	300	6019000300	3	Census Tract 3	G5020	S	1887569	0	36.726462	-119.8010347	{083A39A2-C73E-40A6-9960-54DAB76FC745}
3079	6	41	990100	6041990100	9901	Census Tract 9901	G5020	S	0	656083746	37.9956135	-123.0361398	{E26A8399-28B2-4886-A0B6-B3A2DF6C12CB}
3080	6	41	131100	6041131100	1311	Census Tract 1311	G5020	S	128004260	8842580	37.9207112	-122.5974613	{3674B54C-F307-4DF5-BFC9-EB9446443DD7}
3081	6	41	119201	6041119201	1192.01	Census Tract 1192.01	G5020	S	900444	144368	37.9456796	-122.5282641	{E201CADD-4900-4F69-B360-E388B85ADD7F}
3082	6	41	112202	6041112202	1122.02	Census Tract 1122.02	G5020	S	3882073	2664698	37.9562458	-122.4936362	{95FF81FA-E940-41A9-89FC-C7A34BD19CCD}
3083	6	41	112201	6041112201	1122.01	Census Tract 1122.01	G5020	S	323250	50963	37.9659228	-122.505765	{6A68EA3D-F4EA-400E-AFC1-DBF6A2B8E985}
3084	6	41	130202	6041130202	1302.02	Census Tract 1302.02	G5020	S	2347890	5055851	37.8556031	-122.4787962	{0879E158-D3F7-44EC-B9FD-D550A5D3BC5D}
3085	6	41	130201	6041130201	1302.01	Census Tract 1302.01	G5020	S	1529588	0	37.8510768	-122.4855376	{C549120E-6250-43B3-AEE7-C5A739F90888}
3086	6	19	901	6019000901	9.01	Census Tract 9.01	G5020	S	1954607	0	36.7104697	-119.804301	{F4672F04-102C-4644-A7C3-AFFA3D92DC88}
3087	6	19	1304	6019001304	13.04	Census Tract 13.04	G5020	S	1307806	0	36.7250147	-119.7455349	{454485FA-F527-4AF5-99A3-762B67BA7E20}
3088	6	19	1408	6019001408	14.08	Census Tract 14.08	G5020	S	1218706	0	36.7252331	-119.7276686	{98C3731B-B97A-4EBB-AB8E-9A2DB40F6291}
3089	6	19	902	6019000902	9.02	Census Tract 9.02	G5020	S	1970490	0	36.717769	-119.8042772	{F06F1B19-EFC5-4E2E-A29E-65459E19C652}
3090	6	19	502	6019000502	5.02	Census Tract 5.02	G5020	S	1183415	0	36.7444057	-119.781537	{D1C9E82F-20B5-4D4C-8E19-F1B9B635416B}
3091	6	19	5408	6019005408	54.08	Census Tract 54.08	G5020	S	4955610	0	36.8188039	-119.7423113	{65A3F6F5-E161-4CD7-A781-52AA7329B20F}
3092	6	19	7003	6019007003	70.03	Census Tract 70.03	G5020	S	8007695	0	36.5935943	-119.6260162	{693BE69C-BC07-4EC0-AE2E-C965F46CAFFE}
3093	6	19	200	6019000200	2	Census Tract 2	G5020	S	1987536	0	36.7354914	-119.8055044	{2B755BE6-A447-4C8F-A51F-CB3CB476525F}
3094	6	19	100	6019000100	1	Census Tract 1	G5020	S	843441	0	36.7369244	-119.7927732	{05D676C8-264E-4BAE-B980-70A16C874B87}
3095	6	19	5802	6019005802	58.02	Census Tract 58.02	G5020	S	2998043	0	36.8001728	-119.6727835	{ADE10865-752A-430D-8FB4-31F55CC6A267}
3096	6	19	5704	6019005704	57.04	Census Tract 57.04	G5020	S	2660906	0	36.8160111	-119.691083	{64269D85-7404-41DC-A6FD-252A6E04CDD4}
3097	6	19	5703	6019005703	57.03	Census Tract 57.03	G5020	S	2592402	0	36.8157677	-119.6728738	{A4C242B4-0C5C-472A-B277-F34E26BC9441}
3098	6	19	5702	6019005702	57.02	Census Tract 57.02	G5020	S	2612522	0	36.8302668	-119.6730789	{FEF1846A-2C5E-4A10-9637-4EE94B3BBB38}
3099	6	41	119202	6041119202	1192.02	Census Tract 1192.02	G5020	S	2021598	9561	37.9505815	-122.5253506	{2B8AFEBE-24A2-41F3-8CD0-34EACB71A455}
3100	6	41	109002	6041109002	1090.02	Census Tract 1090.02	G5020	S	2547795	2238	37.9834871	-122.5480916	{986B780C-93B8-48BC-903C-5E7B340E6C3C}
3101	6	41	109001	6041109001	1090.01	Census Tract 1090.01	G5020	S	2223115	0	37.9815305	-122.5305318	{C723066A-BAB8-411A-AD81-D46965F26B9D}
3102	6	41	102203	6041102203	1022.03	Census Tract 1022.03	G5020	S	2721286	0	38.1104411	-122.5703276	{DE6D5510-32EF-4A2E-835B-C0E775796835}
3103	6	21	10502	6021010502	105.02	Census Tract 105.02	G5020	S	526574424	7775049	39.5091976	-122.0272696	{4F49BFDF-024A-42CC-8D5F-2C734E54A636}
3104	6	21	10400	6021010400	104	Census Tract 104	G5020	S	22881371	163475	39.5223177	-122.2104734	{E8BA7C69-56EC-4943-BC94-DBF40D1FC80B}
3105	6	21	10300	6021010300	103	Census Tract 103	G5020	S	2543687457	20807489	39.6052917	-122.501299	{A3F74367-5829-4888-9856-CE2AD1CE56DD}
3106	6	21	10200	6021010200	102	Census Tract 102	G5020	S	134296873	929041	39.7422205	-122.2109384	{D6A7FF50-3512-43BB-AA7A-3C0D1215C87B}
3107	6	21	10100	6021010100	101	Census Tract 101	G5020	S	16663389	0	39.744188	-122.1823274	{E52DBBB5-AB13-41C7-8421-F99FF63469BE}
3108	6	21	10501	6021010501	105.01	Census Tract 105.01	G5020	S	159003188	4075142	39.7212958	-122.0413986	{E0FB37D4-B1C2-49B0-97AC-26AA5EFA5E55}
3109	6	35	40303	6035040303	403.03	Census Tract 403.03	G5020	S	128206110	433114	40.4793841	-120.5970657	{BDAECC4B-7BEF-4779-8031-BC7C2BFF5613}
3110	6	35	40304	6035040304	403.04	Census Tract 403.04	G5020	S	3564332	78749	40.4067271	-120.6448771	{BE62BA9A-CE9E-4115-A08E-78ED545076B4}
3111	6	35	40305	6035040305	403.05	Census Tract 403.05	G5020	S	170656030	1444862	40.4756078	-120.6668987	{BBA2D875-3F40-4691-8CE9-BB44E2A4E398}
3112	6	35	40200	6035040200	402	Census Tract 402	G5020	S	1844931531	131048133	40.5011553	-120.9674678	{7A03C963-62D3-4BFA-A096-174B9124B90C}
3113	6	35	40500	6035040500	405	Census Tract 405	G5020	S	154770994	219573	40.2835896	-120.5179712	{A5AD60AE-D1A4-4B77-B12B-15D4765806D6}
3114	6	35	40400	6035040400	404	Census Tract 404	G5020	S	389798059	6275925	40.4415822	-120.3657009	{E725179D-88A9-423F-A6B2-F72E624A886D}
3115	6	35	40302	6035040302	403.02	Census Tract 403.02	G5020	S	229716642	5256908	40.3618887	-120.6743	{15144B2D-B778-4420-AC38-5B0D6617D2CD}
3116	6	35	40600	6035040600	406	Census Tract 406	G5020	S	1323071816	230900413	40.1324038	-120.152514	{837F1462-012F-4C07-8EBE-69E70D33273E}
3117	6	35	40100	6035040100	401	Census Tract 401	G5020	S	7516896658	87783044	40.8643392	-120.5937208	{E9CE3776-1807-4656-8230-1A4CF06763F1}
3118	6	15	990000	6015990000	9900	Census Tract 9900	G5020	S	0	454881798	41.7510436	-124.2493103	{44F403DB-3BBD-4846-B286-F237B8F9DEC4}
3119	6	15	104	6015000104	1.04	Census Tract 1.04	G5020	S	2030695	0	41.7755135	-124.1930607	{C8F13D84-E971-4656-B4DD-3C816762FA28}
3120	6	15	105	6015000105	1.05	Census Tract 1.05	G5020	S	34598978	45326722	41.8023129	-124.2978888	{40388B97-6063-4F92-81D8-A19B2D1E46A3}
3121	6	15	201	6015000201	2.01	Census Tract 2.01	G5020	S	92101327	24587197	41.855037	-124.1653443	{A094EAD3-727B-4F8D-B205-9F258F969D11}
3122	6	15	203	6015000203	2.03	Census Tract 2.03	G5020	S	368756429	35057640	41.5728126	-124.0350111	{F8193DEE-86F5-40D3-A766-2B4D003D2FA2}
3123	6	15	101	6015000101	1.01	Census Tract 1.01	G5020	S	2652956	4497416	41.7443155	-124.204051	{A2C83A22-B44F-4F13-8895-C3F65E03663D}
3124	6	15	102	6015000102	1.02	Census Tract 1.02	G5020	S	22901704	1195910	41.7597759	-124.1632913	{912612B5-2664-4CF3-A018-6D0A0F2A8269}
3125	6	15	202	6015000202	2.02	Census Tract 2.02	G5020	S	2083451767	12978980	41.7464666	-123.8644287	{E4F37F01-C201-4EB7-9815-72A806177190}
3126	6	81	602400	6081602400	6024	Census Tract 6024	G5020	S	2716047	0	37.644487	-122.4358138	{74ED6BB1-5962-4CA4-8318-8B52851D5C1C}
3127	6	81	602300	6081602300	6023	Census Tract 6023	G5020	S	10012256	3414090	37.6504433	-122.3963686	{4FC43CD9-5E89-41F8-8981-F04B8BEA9B9A}
3128	6	81	602000	6081602000	6020	Census Tract 6020	G5020	S	3657018	0	37.6678381	-122.4203403	{F22E697E-3EC5-4199-AD1A-0282FE4C8CA2}
3129	6	81	601800	6081601800	6018	Census Tract 6018	G5020	S	1864682	0	37.6553283	-122.446023	{EB0044EB-DD38-4C85-BD73-DB91714DFDA4}
3130	6	81	601601	6081601601	6016.01	Census Tract 6016.01	G5020	S	6546123	0	37.6781941	-122.4496579	{1ABFF159-6F48-471D-A67B-41DB5D5BFC33}
3131	6	81	612100	6081612100	6121	Census Tract 6121	G5020	S	995624	0	37.459103	-122.1439038	{ECE9EBD5-DA6B-4317-88DF-93B900C4E8DD}
3132	6	81	611900	6081611900	6119	Census Tract 6119	G5020	S	3258093	53332	37.4667198	-122.1238259	{DFA6076D-CBEA-44B3-B506-269F81D3BBD3}
3133	6	81	611800	6081611800	6118	Census Tract 6118	G5020	S	3943823	2162146	37.4770584	-122.1324808	{721154B3-8377-4C9D-9FDA-9D5CE1327422}
3134	6	81	611700	6081611700	6117	Census Tract 6117	G5020	S	10158098	2449490	37.4941291	-122.1506224	{DF0A715A-432F-4EE0-8A5C-BF9B4FD31987}
3135	6	81	611300	6081611300	6113	Census Tract 6113	G5020	S	1748346	3654	37.451725	-122.2251406	{64F15297-FE06-492E-AE15-6C94BA97AE45}
3136	6	81	610302	6081610302	6103.02	Census Tract 6103.02	G5020	S	24084182	9394116	37.5128606	-122.2076803	{5ADBB92F-4179-48BC-8298-6A7F29B7BF0A}
3137	6	79	10504	6079010504	105.04	Census Tract 105.04	G5020	S	8028920	2418789	35.4395337	-120.8898032	{23542483-C3B7-42CA-AFC8-5D9D03DA44CD}
3138	6	79	10503	6079010503	105.03	Census Tract 105.03	G5020	S	6968464	1250729	35.3950312	-120.8585435	{B9A81066-C516-438D-9D9F-D38412FD101A}
3139	6	79	10602	6079010602	106.02	Census Tract 106.02	G5020	S	5226750	0	35.3575843	-120.8347297	{82EC7F17-0C9A-44D4-BFE5-12A0B3FDCCAB}
3140	6	79	10707	6079010707	107.07	Census Tract 107.07	G5020	S	13990661	11010406	35.3215844	-120.8503065	{D329B481-8A3A-4226-A3C9-EA1B2748AB56}
3141	6	79	11504	6079011504	115.04	Census Tract 115.04	G5020	S	282925295	2372408	35.2737346	-120.5594692	{88F88ECA-0567-47C0-8487-70FE88C0D82A}
3142	6	79	10002	6079010002	100.02	Census Tract 100.02	G5020	S	518602257	22815855	35.7303268	-120.9347036	{61B2E3C6-36B3-4986-9E9C-4BA263DF932B}
3143	6	79	10016	6079010016	100.16	Census Tract 100.16	G5020	S	273100057	543783	35.6400242	-120.7906393	{C42F4AE6-B02D-4A8E-9328-2022A8AD951F}
3144	6	79	10102	6079010102	101.02	Census Tract 101.02	G5020	S	5820945	450446	35.6355612	-120.6911679	{B45990C6-937F-46AF-BFC7-0DA81230EDC5}
3145	6	79	12302	6079012302	123.02	Census Tract 123.02	G5020	S	942605234	3837015	35.1211636	-120.3377678	{D2B0DBE8-AE3F-4FA0-8092-F294242B226B}
3146	6	79	11101	6079011101	111.01	Census Tract 111.01	G5020	S	1620974	0	35.2804281	-120.6622738	{3518E1FB-4DB7-4955-9099-E67AE0AB9B5A}
3147	6	79	12704	6079012704	127.04	Census Tract 127.04	G5020	S	115378971	0	35.5166981	-120.7549322	{7B4B6710-FF07-49E9-ACA7-B232ACDE41AA}
3148	6	79	11103	6079011103	111.03	Census Tract 111.03	G5020	S	4970714	0	35.2563505	-120.6603827	{58FD8980-8E4F-4977-B50C-ED568971ED74}
3149	6	79	11102	6079011102	111.02	Census Tract 111.02	G5020	S	2301336	0	35.2687981	-120.657254	{9D5C6EEA-3EC0-4EB6-AE9D-F37A8027F5EB}
3150	6	79	10901	6079010901	109.01	Census Tract 109.01	G5020	S	18199365	22384	35.3053173	-120.6470923	{6B6C19CD-DAC7-423F-AA2E-324120F94511}
3151	6	79	11600	6079011600	116	Census Tract 116	G5020	S	168387755	9683689	35.2163137	-120.7501133	{77D19D09-F5BC-444F-84C9-69D5799837CA}
3152	6	79	11400	6079011400	114	Census Tract 114	G5020	S	1342812	0	35.3228262	-120.7001012	{F0C7E2CF-83DA-4F12-8F73-C929F24A6874}
3153	6	79	11300	6079011300	113	Census Tract 113	G5020	S	10451618	412151	35.266974	-120.697843	{AC3DA53F-56D8-4E86-AE63-060190F9DBDA}
3154	6	79	11200	6079011200	112	Census Tract 112	G5020	S	14934338	0	35.2910385	-120.6876263	{5C4B023E-3F9E-4D25-9DC0-54ED667D3405}
3155	6	79	11501	6079011501	115.01	Census Tract 115.01	G5020	S	1398952	0	35.2456617	-120.6778626	{068089CA-D2F7-4698-99EB-A4217C384A93}
3156	6	79	12401	6079012401	124.01	Census Tract 124.01	G5020	S	12120562	0	35.0336698	-120.4790939	{E8999FCF-92C1-478B-B60C-D6495DC3FDEE}
3157	6	79	10300	6079010300	103	Census Tract 103	G5020	S	1677949454	5645307	35.619857	-120.367815	{2D0F987B-CDD1-41DC-8DD0-51B41287183B}
3158	6	79	10202	6079010202	102.02	Census Tract 102.02	G5020	S	13615676	0	35.5983407	-120.6302235	{49F4C946-2DC5-4AB6-8351-4B9522EB57C1}
3159	6	79	10701	6079010701	107.01	Census Tract 107.01	G5020	S	2400674	0	35.327091	-120.833076	{6DE2A8F1-B41B-4D5E-8890-27682D00C9FB}
3160	6	79	10902	6079010902	109.02	Census Tract 109.02	G5020	S	1223772	0	35.2929314	-120.6569365	{F73E9C47-C379-486F-B895-80651510EEF1}
3161	6	79	12502	6079012502	125.02	Census Tract 125.02	G5020	S	4882659	79146	35.4934879	-120.6548827	{B95068F0-6090-44DE-B209-D1EB22557D17}
3162	6	79	12800	6079012800	128	Census Tract 128	G5020	S	2664582	104884	35.4672586	-120.6348783	{26D8EEF2-8FD1-4C98-9171-A4455BC31F67}
3163	6	79	12702	6079012702	127.02	Census Tract 127.02	G5020	S	2871035008	6000344	35.2199659	-119.9980217	{C9D7AE6B-A5AA-4B6E-BE3F-DB1C177D1D45}
3164	6	79	12600	6079012600	126	Census Tract 126	G5020	S	13402568	108659	35.4779752	-120.6714705	{51F82389-07D9-4E48-A0D0-40ADC7A208ED}
3165	6	79	12503	6079012503	125.03	Census Tract 125.03	G5020	S	4516968	44547	35.4713741	-120.6426906	{AC1BF0E0-768A-4696-BF95-CE505A51B22C}
3166	6	79	11901	6079011901	119.01	Census Tract 119.01	G5020	S	5870213	0	35.1084099	-120.5776435	{4C2C0479-8033-4477-A387-BAE4B998E567}
3167	6	79	12402	6079012402	124.02	Census Tract 124.02	G5020	S	15927487	985	35.0285851	-120.509887	{21E9D018-2244-4217-864D-A5ACFF6E78F5}
3168	6	79	10703	6079010703	107.03	Census Tract 107.03	G5020	S	4008562	0	35.3185487	-120.8212246	{C4F8E706-BB0F-4843-BB39-866E09ADF5A5}
3169	6	79	12200	6079012200	122	Census Tract 122	G5020	S	4777094	428931	35.1052514	-120.6157338	{AD673EBD-2B98-4306-B047-AA31DB1F594D}
3170	6	81	601300	6081601300	6013	Census Tract 6013	G5020	S	1115727	0	37.6878686	-122.4654837	{01184BE0-4C33-40B1-8244-C71912400AD8}
3171	6	81	601200	6081601200	6012	Census Tract 6012	G5020	S	1987410	0	37.6932383	-122.4784484	{6DC4314D-589B-45B0-8E1A-4BCCFEF50B9D}
3172	6	81	601000	6081601000	6010	Census Tract 6010	G5020	S	2683381	1452216	37.6727192	-122.4929574	{E408266C-D70A-4708-9ED1-1B4EBEA08164}
3173	6	81	600900	6081600900	6009	Census Tract 6009	G5020	S	2039820	306981	37.7055918	-122.4922836	{83566056-6BF3-4F02-BB40-352200803B15}
3174	6	81	600500	6081600500	6005	Census Tract 6005	G5020	S	1332288	0	37.6970709	-122.4568853	{6FBF49BA-071B-4D00-8EA1-A0DAC4176E34}
3175	6	81	600300	6081600300	6003	Census Tract 6003	G5020	S	2183108	0	37.7021372	-122.4317733	{3F2466D3-29DA-4F96-89CA-A1FE16FA3FB6}
3176	6	81	600100	6081600100	6001	Census Tract 6001	G5020	S	14686041	2117780	37.6877413	-122.4084093	{37E40FDB-0E3B-4B28-9D4C-9B155050BF89}
3177	6	81	613501	6081613501	6135.01	Census Tract 6135.01	G5020	S	84751757	5523041	37.5392774	-122.4241365	{DF0063EC-FF0D-4B8F-8BC0-5E639FBA27E9}
3178	6	81	613502	6081613502	6135.02	Census Tract 6135.02	G5020	S	24120444	2196709	37.521253	-122.4708033	{35D420D7-5EBC-4803-9622-EB0E419D1BE5}
3179	6	81	613800	6081613800	6138	Census Tract 6138	G5020	S	467847098	17495974	37.2768483	-122.3140903	{6998836E-D7CC-4164-BCF7-74B399690DAF}
3180	6	81	613700	6081613700	6137	Census Tract 6137	G5020	S	110079587	6797967	37.4513441	-122.3672183	{D0AAD6EC-C2D8-48BA-BF43-0C4C6AAB2413}
3181	6	81	613600	6081613600	6136	Census Tract 6136	G5020	S	20859029	6167250	37.5417779	-122.4994673	{E8E9B48C-5578-42D2-9B41-FA033803FDF4}
3182	6	81	609900	6081609900	6099	Census Tract 6099	G5020	S	1266243	0	37.4800486	-122.247959	{8EF90E4C-C145-40F3-A2F1-DF8EC65C38F6}
3183	6	81	609800	6081609800	6098	Census Tract 6098	G5020	S	2048352	0	37.4721968	-122.2530388	{40208795-0206-4C2D-82F0-B21C08DC60FF}
3184	6	81	609700	6081609700	6097	Census Tract 6097	G5020	S	5419449	7218	37.468165	-122.2802889	{176D261A-247A-4597-A250-DBC43624375A}
3185	6	81	609603	6081609603	6096.03	Census Tract 6096.03	G5020	S	5972263	0	37.4814961	-122.2815708	{5AFBE3B8-0548-48B5-B87B-2773691BB730}
3186	6	81	609601	6081609601	6096.01	Census Tract 6096.01	G5020	S	2401841	0	37.4953071	-122.2833309	{3834BB6D-F1CC-427F-AD5A-8A051D377012}
3187	6	81	609100	6081609100	6091	Census Tract 6091	G5020	S	3362252	0	37.5101395	-122.2554355	{4D1CC7C6-305E-4B73-BE89-AAAED5548D2D}
